id,status_group,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,water_per_person,unknown_construction_yr,age_at_inspection
36267,functional needs repair,0.0,2013-01-23,Wsdp,0,DWE,0.0,-2e-08,Maendeleo,0,Lake Victoria,Gibise,Shinyanga,17,1,Bariadi,Dutwa,,False,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
42959,functional needs repair,20.0,2013-01-17,Tpp,270,TPP,39.32440422,-9.94576837,Kiosk,0,Ruvuma / Southern Coast,Dodoma B,Lindi,80,23,Lindi Rural,Milola,1.0,False,GeoData Consultants Ltd,WUA,Milola Water Scheme,False,2011.0,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,20.0,False,2.0
27736,functional needs repair,0.0,2011-03-13,Government Of Tanzania,0,GOVER,35.58055715,-6.69601536,Noho,0,Rufiji,Noho,Dodoma,1,4,Chamwino,Mphwayungu,,True,GeoData Consultants Ltd,VWC,Mpwa,True,,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,,True,
37322,functional needs repair,200.0,2013-03-23,Cipro/government,632,CIPRO/Government,37.91758089,-4.51404171,Kwa Elikunda,0,Pangani,Kongei,Kilimanjaro,3,3,Same,Hedaru,120.0,True,GeoData Consultants Ltd,Water authority,Kongei water supply,True,2005.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,1.6666666666666667,False,8.0
1604,functional needs repair,0.0,2011-08-25,Dwe,1605,DWE,31.83729936,-8.35209396,Kituo Cha Afya,0,Lake Rukwa,Bangwe,Rukwa,15,2,Sumbawanga Rural,Mpui,500.0,True,GeoData Consultants Ltd,VWC,,True,1972.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,39.0
53188,functional needs repair,0.0,2013-02-14,Dwsp,1356,DWE,34.14457925,-2.95651324,Gasela,0,Lake Victoria,Matare,Shinyanga,17,1,Bariadi,Lagangabilili,500.0,True,GeoData Consultants Ltd,WUG,,False,1996.0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,17.0
72282,functional needs repair,0.0,2013-03-17,,1033,,36.0554789,-3.52802643,Manyara Ranch Primary School 5,0,Internal,Zaburi,Arusha,2,1,Monduli,Makuyuni,1.0,False,GeoData Consultants Ltd,Parastatal,M,Unknown,2000.0,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.0,False,13.0
69101,functional needs repair,0.0,2013-01-17,,1626,,35.04099551,-4.64738099,Kila Mpevu,0,Internal,Motomoto,Singida,13,2,Singida Rural,Maghojea,1.0,True,GeoData Consultants Ltd,VWC,M,Unknown,1990.0,mono,mono,motorpump,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.0,False,23.0
45744,functional needs repair,0.0,2011-04-06,,0,,34.36963401,-8.7387419,Kwa Rashidi Kitego,0,Rufiji,Relini,Mbeya,12,7,Mbarali,Rujewa,,False,GeoData Consultants Ltd,Water Board,,True,,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
38507,functional needs repair,500.0,2011-04-18,Rcchurch/cefa,1576,RCchurch/CEFA,35.14436364,-9.25876893,Kwa Chief Mkongwa,0,Rufiji,Iyembela B,Iringa,11,4,Njombe,Lupembe,150.0,True,GeoData Consultants Ltd,WUA,matembwe water supply schem,True,1975.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,3.3333333333333335,False,36.0
41985,functional needs repair,0.0,2013-02-16,Rwssp,0,DWE,0.0,-2e-08,Furaha,0,Lake Victoria,Nyaniga,Shinyanga,17,1,Bariadi,Nyakabindi,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
23465,functional needs repair,0.0,2013-02-01,Lga,353,LGA,39.12516209,-10.87275281,Shuleni,0,Ruvuma / Southern Coast,Mnyakatu,Mtwara,90,33,Masasi,Lulindi,65.0,True,GeoData Consultants Ltd,VWC,,True,2012.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,0.0,False,1.0
72055,functional needs repair,0.0,2011-04-04,Government Of Tanzania,1136,DWE,38.32007958,-4.8503710999999985,Msikitini,0,Pangani,Shugului,Tanga,4,1,Lushoto,Ubiri,1.0,True,GeoData Consultants Ltd,VWC,Ilente streem,True,1982.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,29.0
10085,functional needs repair,0.0,2013-01-30,Wvt,0,WVT,0.0,-2e-08,Wvt Tanzania,0,Lake Victoria,Ilula,Shinyanga,17,1,Bariadi,Chinamili,,False,GeoData Consultants Ltd,Parastatal,,False,,swn 80,swn 80,handpump,parastatal,parastatal,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
24638,functional needs repair,750.0,2013-02-01,Muslims,1301,DWE,30.11035655,-4.58862596,Msikitini,0,Lake Tanganyika,Kibagwe,Kigoma,16,2,Kasulu,Rungwe Mpya,1.0,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,2005.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,750.0,False,8.0
22402,functional needs repair,200.0,2011-02-27,Twe,2171,TWE,34.47702934,-9.61093958,none,0,Lake Nyasa,Ichimbo,Iringa,11,4,Njombe,Matola,8.0,True,GeoData Consultants Ltd,VWC,Kidabu,False,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,25.0,False,3.0
61131,functional needs repair,3000.0,2011-03-12,Government Of Tanzania,1348,DWE,34.68737093,-10.11053,none,0,Lake Nyasa,Makorongoni,Iringa,11,5,Ludewa,Ludewa,70.0,True,GeoData Consultants Ltd,VWC,Centra,False,1999.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,42.857142857142854,False,12.0
73337,functional needs repair,0.0,2013-02-22,Hesawa,1408,HESAWA,34.52612476,-1.70281431,Sarama Dp No.1,0,Lake Victoria,Sarama,Mara,20,2,Serengeti,Kebanchabancha,520.0,Unknown,GeoData Consultants Ltd,Unknown,Hesawa,True,1996.0,gravity,gravity,gravity,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.0,False,17.0
34340,functional needs repair,0.0,2011-04-02,Government Of Tanzania,0,Government,33.01044865,-8.45718989,Kwa Chief,0,Lake Rukwa,Lutumbi,Mbeya,12,1,Chunya,Mbangala,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
15666,functional needs repair,0.0,2013-01-16,Lips,132,District Council,39.44332781,-10.03618671,Kwa Bitsimba,0,Ruvuma / Southern Coast,Mwenge,Lindi,80,23,Lindi Rural,Chiponda,1.0,True,GeoData Consultants Ltd,VWC,LIPS Water Scheme,False,2004.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,9.0
46752,functional needs repair,0.0,2011-07-20,Dw,1734,DWR,31.26777601,-7.59075173,Kiefya,0,Lake Rukwa,Ntanganyika,Rukwa,15,3,Nkasi,Chala,500.0,Unknown,GeoData Consultants Ltd,VWC,,False,1986.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,25.0
13244,functional needs repair,500.0,2013-01-18,Tcrs,1303,TCRS,30.48396889,-5.6163702,Headquarters,0,Lake Tanganyika,Headquarters,Rukwa,15,1,Mpanda,Mishamo,1.0,True,GeoData Consultants Ltd,VWC,Kashutakasimba,True,1980.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,500.0,False,33.0
44507,functional needs repair,0.0,2011-04-17,Bsf,0,DWE,36.04960648,-4.8476754999999985,Hospitalini,0,Internal,Balanga,Dodoma,1,1,Kondoa,Busi,,True,GeoData Consultants Ltd,VWC,Busi,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
7061,functional needs repair,500.0,2013-02-02,Lga,265,LGA,38.99978027,-10.89520831,Kalipinde,0,Ruvuma / Southern Coast,Kisiwani,Mtwara,90,33,Masasi,Chiugutwa,80.0,True,GeoData Consultants Ltd,VWC,,True,2004.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,6.25,False,9.0
32185,functional needs repair,0.0,2011-07-07,,0,,33.62345704,-9.34544681,Shule Ya Sekondali Lutengano,0,Lake Nyasa,Ipyana,Mbeya,12,4,Rungwe,Kisondela,,True,GeoData Consultants Ltd,VWC,K,Unknown,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
62372,functional needs repair,0.0,2011-07-15,Oxfam,0,OXFAM,30.81384286,-2.45589926,Kabaheshi,0,Lake Victoria,Kumunazi,Kagera,18,30,Ngara,Rusumo,,True,GeoData Consultants Ltd,VWC,Nyamabale spring source,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,,True,
63993,functional needs repair,0.0,2013-03-03,Tassaf,1019,TASSAF,35.15284153,-11.13519696,Kwa Mzee Pwagu,0,Ruvuma / Southern Coast,Mkomambinda,Ruvuma,10,3,Mbinga,Mpepai,40.0,False,GeoData Consultants Ltd,VWC,TASSAF,True,2007.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,6.0
33848,functional needs repair,0.0,2011-07-14,Vwc,0,VWC,30.7788824,-2.41392966,Nova,0,Lake Victoria,Nyakahanga,Kagera,18,30,Ngara,Rusumo,,True,GeoData Consultants Ltd,VWC,Kamatendeli spring source,False,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
73056,functional needs repair,0.0,2013-01-23,African Development Bank,1634,DWE,29.75057892,-4.64477741,Nyakatovu,0,Lake Tanganyika,Matyazo B,Kigoma,16,3,Kigoma Rural,Kalinzi,150.0,True,GeoData Consultants Ltd,VWC,,True,2009.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,0.0,False,4.0
20279,functional needs repair,1000.0,2011-07-23,De,1916,DWR,31.35419274,-7.7480886,Baba Anje,0,Lake Rukwa,Namitomola,Rukwa,15,3,Nkasi,Kipande,800.0,True,GeoData Consultants Ltd,VWC,,False,2006.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,unknown,unknown,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1.25,False,5.0
9937,functional needs repair,200.0,2011-02-27,Unice,356,RWE,37.77488641,-7.07858148,Kwa Fuko,0,Wami / Ruvu,Mtamba Chini,Morogoro,5,2,Morogoro Rural,Kisemu,200.0,True,GeoData Consultants Ltd,VWC,Mkom,True,1969.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1.0,False,42.0
25248,functional needs repair,0.0,2013-01-31,Dwsp,1340,DWE,34.04296148,-2.95442908,Mwamabondo,0,Lake Victoria,Musoma,Shinyanga,17,1,Bariadi,Nkoma,250.0,False,GeoData Consultants Ltd,WUG,,False,1998.0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,15.0
64046,functional needs repair,300.0,2011-03-30,Dhv,253,DWE,36.96885696,-7.682280099999999,Muungano,0,Rufiji,Chicago,Morogoro,5,3,Kilombero,Kidatu,333.0,True,GeoData Consultants Ltd,Company,Ikela Wa,True,1995.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0.9009009009009009,False,16.0
62247,functional needs repair,2000.0,2011-07-19,P,1262,P,33.01559667,-2.48708461,Kwa Chongo Kideshe,0,Lake Victoria,1,Mwanza,19,8,Ilemela,Buswelu,320.0,True,GeoData Consultants Ltd,VWC,,True,2005.0,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,6.25,False,6.0
58598,functional needs repair,0.0,2011-07-27,Rudep,1145,DWE,31.07612991,-6.2678265,Kwa Nkonda,0,Lake Rukwa,Manga Magharibi,Rukwa,15,1,Mpanda,Kasokola,500.0,False,GeoData Consultants Ltd,VWC,,True,1993.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,0.0,False,18.0
16166,functional needs repair,100.0,2013-01-19,Norad,1074,RWE,29.71335558,-4.69198422,Sokoni,0,Lake Tanganyika,Nyete Chini,Kigoma,16,3,Kigoma Rural,Bitale,380.0,True,GeoData Consultants Ltd,VWC,Mkongoro One,True,1980.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.2631578947368421,False,33.0
5813,functional needs repair,0.0,2011-07-22,Government Of Tanzania,0,DWE,30.88305945,-1.50313819,Kwabutamanya,0,Lake Victoria,Nyakagando,Kagera,18,1,Karagwe,Nkwenda,,True,GeoData Consultants Ltd,VWC,Nkwenda water sup,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
43011,functional needs repair,0.0,2011-03-16,Dhv,275,DWE,36.0332745,-8.82720725,Shuleni,0,Rufiji,Idenge,Morogoro,5,4,Ulanga,Biro,700.0,True,GeoData Consultants Ltd,Unknown,,True,1967.0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,44.0
70420,functional needs repair,0.0,2011-07-06,Hewasa,0,DWE,31.52075955,-1.59719272,Dispensal,0,Lake Victoria,Rubale,Kagera,18,2,Bukoba Rural,Rubale,,True,GeoData Consultants Ltd,VWC,OLD RUBALE WATER SUPPLY SCHEME,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
53410,functional needs repair,0.0,2011-07-29,Danida,0,DWE,30.59576791,-2.42986524,Matomola,0,Lake Victoria,Chivu B,Kagera,18,30,Ngara,Ntobeye,,True,GeoData Consultants Ltd,VWC,Murinyina spring source,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
14437,functional needs repair,0.0,2012-10-15,Adb,0,DWE,33.6081602,-3.76839075,Shule,0,Internal,Mwabayanda,Shinyanga,17,8,Kishapu,Talaga,,True,GeoData Consultants Ltd,Parastatal,,False,,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,,True,
30401,functional needs repair,200.0,2011-04-19,Rc Church/centr,1582,RC church/Central Gover,35.21092272,-9.21512588,Kwa Andreas Mgodela,0,Rufiji,Kalila,Iringa,11,4,Njombe,Lupembe,150.0,True,GeoData Consultants Ltd,VWC,isoliwaya water supply sche,True,1999.0,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1.3333333333333333,False,12.0
4392,functional needs repair,50.0,2013-01-23,Dfid,1586,WATER AID,34.7803486,-4.91779512,Muingia,0,Internal,Iyangi,Singida,13,4,Singida Urban,Unyamikumbi,59.0,True,GeoData Consultants Ltd,WUG,,True,2003.0,nira/tanira,nira/tanira,handpump,wug,user-group,pay per bucket,per bucket,salty,salty,dry,dry,shallow well,shallow well,groundwater,other,other,0.847457627118644,False,10.0
30026,functional needs repair,0.0,2013-02-27,Lench Taramai,1196,LENCH,37.26634902,-5.38873924,Weltinka,0,Pangani,Nanyoi,Manyara,21,5,Kiteto,Kijungu,1.0,True,GeoData Consultants Ltd,VWC,LENCH,True,1970.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,0.0,False,43.0
5280,functional needs repair,0.0,2012-10-19,Rwssp,0,DWE,33.56459862,-3.55677799,Kwa Kombe,0,Internal,Maganzo,Shinyanga,17,8,Kishapu,Songwa,,True,GeoData Consultants Ltd,WUG,,False,,other,other,other,wug,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,,True,
23803,functional needs repair,0.0,2012-10-27,Water Aid /sema,0,Water Aid /sema,32.21174827,-4.88686188,Mtakuja,0,Lake Tanganyika,Mtakuja,Tabora,14,4,Urambo,Songambele,,True,GeoData Consultants Ltd,VWC,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,milky,milky,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
989,functional needs repair,0.0,2013-02-23,Mzee Don,1643,Kaembe,35.54054678,-4.19252689,Kwa Ilonga,0,Internal,Bacho B,Manyara,21,1,Babati,Dareda,240.0,True,GeoData Consultants Ltd,VWC,,True,2012.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,1.0
38862,functional needs repair,0.0,2012-10-21,Dwssp,0,DWE,0.0,-2e-08,Sanga,0,Lake Victoria,Sanga,Shinyanga,17,1,Bariadi,Mwadobana,,False,GeoData Consultants Ltd,Parastatal,,False,,swn 80,swn 80,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
57658,functional needs repair,0.0,2013-02-09,Norad,1393,RWE,30.917286800000007,-2.95599811,Kwa Pascali,0,Lake Tanganyika,Mapambano,Kigoma,16,1,Kibondo,Nyamtukuza,350.0,True,GeoData Consultants Ltd,VWC,Kinyinya gravity water supply,False,1988.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.0,False,25.0
37316,functional needs repair,0.0,2011-04-17,Tasaf,0,DWE,35.82516768,-4.45409358,Mwatatuiuru,0,Internal,Mchafukoge,Dodoma,1,1,Kondoa,Kisese,,True,GeoData Consultants Ltd,VWC,Kise,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
1424,functional needs repair,0.0,2011-07-30,,1217,,33.07597123,-2.00666636,School,0,Lake Victoria,Buyoga,Mwanza,19,1,Ukerewe,Murutunguru,1.0,False,GeoData Consultants Ltd,Unknown,,True,1984.0,other,other,other,unknown,unknown,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,other,other,0.0,False,27.0
44925,functional needs repair,0.0,2011-07-27,Hesawa,1262,DWE,33.00583861,-2.04083538,Shuleni,0,Lake Victoria,Muungano,Mwanza,19,1,Ukerewe,Mukituntu,400.0,True,GeoData Consultants Ltd,Unknown,,True,1998.0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.0,False,13.0
